,name,categories,location.lat,location.lng
392,Le Gribeauval,Restaurant,48.8560776894964,2.3269794597910414
393,D'Alice,Restaurant,48.852362,2.314365
394,Parenthèse,Restaurant,48.85070998198047,2.3002684918612837
395,dix huit,Restaurant,48.840142114545976,2.3197046866052955
396,SUBWAY,Sandwich Place,48.85083641237893,2.2932030552253764
397,La Dolce Vita,Restaurant,48.848936,2.286859
398,Café Michel Rue Viala,Restaurant,48.85054075742951,2.2900040667408486
399,La Bulle Parisienne,Restaurant,48.858143,2.294732
400,Dandanna,Restaurant,48.85004079564189,2.2852118934354237
401,Radioeat,Restaurant,48.85216655237316,2.2796237037212164
402,Yido,Restaurant,48.84635,2.2835495
403,Sushi Tokyo,Restaurant,48.84556729109308,2.2882768682765455
404,Croisere Sur Seine,Restaurant,48.85301937743656,2.2854846815677714
405,Le Quai-nedy,Restaurant,48.85103,2.278733
406,Atelier du France,Restaurant,48.851543456774586,2.283551698953438
407,L'Atypic,Restaurant,48.84866819,2.28906665
408,Restaurant Téhéran,Restaurant,48.847798920905774,2.285140190891443
409,The Dine,Restaurant,48.850513,2.282116
410,La Cantine De La Tour Christal,Restaurant,48.84859781886659,2.2809904942159496
411,Eurest - Tour Mirabeau,Restaurant,48.846517821960845,2.279159261420981
412,L'Argument,Restaurant,48.840736537553944,2.28896102052769
413,FRAME Brasserie California,Restaurant,48.855876409401255,2.2927903889510937
414,Subway,Sandwich Place,48.85429816380148,2.2893937225076115
415,Le Passy,Bar,48.85857375073393,2.2843794705029428
416,Dupont Café,Café,48.837218,2.296008
417,Subway,Sandwich Place,48.837534,2.295421
418,La Girafe,Restaurant,48.862179807057025,2.2888498289765167
419,L Ardoise,Restaurant,48.84680016198893,2.277875533428766
420,Petit Journal Saint-Michel,Restaurant,48.84791080695202,2.286853741634131
421,Chez Ribe,Café,48.856377171144054,2.2928146083420478
422,Le Nouveau Disque Bleu,Café,48.837826,2.287071
423,Club des Loges,Restaurant,48.84778476433174,2.2468975416525487
424,Chez Moon,Restaurant,48.84763185268723,2.2675180435180664
425,Open Club,Restaurant,48.84742210093686,2.2473009989646258
